Item_Weight,Item_Visibility,Item_MRP,Item_Outlet_Sales,Outlet_Age,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Outlet_Type_Grocery Store,Outlet_Type_Supermarket Type1,Outlet_Type_Supermarket Type2,Outlet_Type_Supermarket Type3,Item_Type_Drinks,Item_Type_Food,Item_Type_Non-Consumable,Item_Fat_Content_Low Fat,Item_Fat_Content_Non-Edible,Item_Fat_Content_Regular
16.2,0.033929133,154.3972,311.5944,28,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
13.65,0.036033639,183.7924,2591.2936,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12.35,0.158337479,157.9946,3313.6866,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
14.0,0.030140981,216.0192,2588.6304,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
9.6,0.024515221,189.2214,3956.8494,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
14.0,0.105125569,143.2812,3277.0676,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
8.89,0.00547348,100.5016,1315.6208,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
16.85,0.13338539800000002,109.8544,223.7088,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
20.7,0.047098175,75.5354,150.4708,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
7.05,0.055548003,225.3088,5816.4288,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17.1,0.128614205,111.6886,1556.6404,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
7.725,0.047551567999999995,249.1092,8217.3036,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
19.7,0.066879757,174.437,1587.933,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
16.1,0.160379061,33.6558,203.7348,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
11.3,0.054861393,96.9094,952.0939999999999,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
6.035,0.141542481,153.1998,1537.9979999999994,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17.6,0.053397642,46.706,699.09,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6.675,0.021710275,34.9874,247.0118,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
15.5,0.075688032,262.9568,1845.5976,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9.395,0.045340279000000004,85.025,2080.625,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
16.1,0.10014945900000001,78.4328,1158.492,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
15.0,0.162348584,185.9266,4610.665,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.6,0.036341539,142.9154,3261.7542,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
14.1,0.087920675,228.5668,1151.8339999999996,26,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
11.5,0.042087749,192.68200000000002,3861.64,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.1,0.016921927,178.36599999999999,4314.384,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
7.42,0.020423549,249.0092,2988.1104,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
15.1,0.17383312899999998,196.511,4713.864000000001,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17.35,0.256152243,151.005,149.805,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
9.285,0.021002641000000002,161.1578,4011.445,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
7.855,0.07048184085069421,220.1482,4600.0122,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
18.35,0.091780142,182.5266,6454.931,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
12.85,0.033220169,196.6768,2759.0752,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
13.8,0.14123493199999998,263.7884,5564.7564,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
15.0,0.19899855,226.5694,913.4776,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
10.8,0.049709624,246.8144,2450.144,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
14.3,0.065153295,88.4856,1406.1696,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9.8,0.015087112,250.1408,4005.4528,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
11.5,0.037782943,106.6254,325.5762,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.21,0.008782561,119.8414,1340.2554,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
8.645,0.14272811300000002,95.141,2510.0660000000007,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
10.0,0.073493831,118.344,1797.66,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
18.5,0.025907416000000003,87.7172,802.9548,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
20.6,0.046280998,177.4344,1962.7784,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
9.3,0.044624064000000005,245.4802,3193.8426,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
11.395,0.009898492,48.8034,777.6544,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
11.8,0.189689886,184.3924,370.1848,15,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
8.01,0.070189131,37.9532,826.9236,26,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
15.0,0.119374946,229.3694,5024.1268,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
13.35,0.065215312,93.4804,1102.5648,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
15.1,0.095635061,130.7942,3047.3666,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
6.670000000000001,0.216107535,86.8514,354.2056,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
10.5,0.048009080999999995,157.0946,2209.1244,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
21.25,0.019533098,120.4756,1938.8096,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
17.0,0.026568875,142.047,3149.2340000000013,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
9.3,0.111127966,63.1826,2002.0606,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
15.7,0.03723211,183.1634,5634.6654,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
15.75,0.140603316,252.8382,6308.455,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
16.75,0.07536886799999999,35.2532,970.7364,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
14.5,0.063962842,263.1594,2616.594,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11.65,0.102830104,172.6422,344.8844,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
18.75,0.01031535,208.4954,3751.1172,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
7.1,0.110633958,173.808,1211.756,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
14.5,0.07048184085069421,159.3262,2864.2716,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17.35,0.014721578999999999,73.1038,886.8456,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18.0,0.019465205,128.6994,2441.4886,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
6.615,0.091895319,248.6408,3504.7712,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
5.695,0.118535581,256.3988,256.9988,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
11.5,0.037646623,107.5254,325.5762,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
19.1,0.092060694,183.7608,4777.7808,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
18.6,0.04765803,188.3898,5238.5144,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
7.05,0.05587277,222.1088,4026.7584,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11.395,0.017295906,47.1034,145.8102,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
16.35,0.02844314,98.141,386.164,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
18.35,0.094296835,84.3882,1116.5466,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
9.105,0.064410783,33.39,33.29,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
7.63,0.13468429199999998,47.0402,1470.0864,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
17.5,0.029299175,140.31799999999998,139.81799999999998,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
11.15,0.210021713,44.2744,90.5488,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
7.55,0.027224917,152.934,2450.144,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
13.1,0.021184746,189.553,379.506,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
5.5,0.047059015999999995,100.1016,2125.2336,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
7.59,0.14526636,172.908,6231.888000000001,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9.5,0.041851461,31.49,466.06,26,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
6.11,0.152262171,44.4086,1159.8236,11,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
5.655,0.085757338,164.75,1498.05,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
7.285,0.049954435,156.5288,2356.9320000000002,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
10.65,0.048762383,165.2526,3946.8624,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
17.7,0.07048184085069421,46.8034,923.4646,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.8,0.075996742,97.141,2799.689000000001,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
19.85,0.07048184085069421,126.1704,1877.556,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
15.7,0.204984538,111.0544,223.7088,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
15.6,0.17357316399999995,114.4518,2390.8878,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9.8,0.056339618,84.2908,755.0172,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
19.5,0.014262413,57.1614,331.5684,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
16.2,0.03338006,74.0696,1416.8224,16,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0
17.6,0.016024651,44.0402,597.2226,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
13.6,0.11830085,196.2136,1944.136,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
18.85,0.16755220199999998,193.1136,2332.9632,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
15.1,0.067181098,258.8304,5424.9384,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
17.35,0.07048184085069421,79.2618,966.7416,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
15.7,0.07048184085069421,169.87900000000005,339.55800000000005,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
20.7,0.021431133999999998,157.0288,2199.8032,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
13.5,0.068256316,60.9562,533.3058,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
11.0,0.07048184085069421,40.348,79.896,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
9.6,0.014143673,187.3872,2836.308,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
13.1,0.075563757,168.1158,2005.3896,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
12.15,0.018439138,254.7698,5073.396,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
16.7,0.07462029099999999,120.1782,357.5346,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
19.6,0.041370245,46.2376,814.9392,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
12.0,0.020312313999999998,98.1042,2777.7176,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
17.75,0.12853255800000002,34.2216,173.108,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
15.1,0.055195460999999994,216.1166,5007.4818,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
16.7,0.022065676,110.5886,1556.6404,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
14.65,0.011212719,55.6614,1049.9666,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
13.3,0.063925726,151.8708,1655.1788,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
20.1,0.034848629,118.6782,2502.7422,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
14.3,0.07048184085069421,89.8856,1406.1696,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
7.42,0.02050719,249.7092,7719.2852,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
9.8,0.025960174,214.885,4976.855,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
9.5,0.085020342,188.7872,1701.7848,26,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0
7.075,0.097660814,141.8128,143.8128,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
7.56,0.111654545,157.063,312.926,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
7.96,0.07048184085069421,160.7894,3235.788,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
6.135,0.115265695,160.5236,2094.6068,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
14.6,0.043133816,109.7254,651.1524,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
14.3,0.049676157,212.4586,3799.0548,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
8.43,0.17683435100000006,172.1422,5000.8238,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
7.76,0.103918113,100.67,399.48,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
8.315,0.035644325,147.1444,870.8664,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
10.1,0.279783532,241.8512,484.7024,15,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0
9.895,0.048738014,262.1278,3904.917,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
11.5,0.020686161,85.054,1731.08,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18.25,0.07934200599999999,226.0062,1805.6496,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
4.635,0.14088911099999998,127.0994,1927.491,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
18.5,0.062245149000000013,145.8418,5591.3884,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
5.365,0.140811559,173.5764,2061.3168,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
6.095,0.08152738,140.3154,1843.6002,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
20.0,0.058198140999999995,110.4544,4250.4672,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
16.75,0.081446638,257.0988,6424.97,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
21.25,0.019462623000000002,120.8756,1575.2828,11,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
16.0,0.072317217,230.2668,8062.8380000000025,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
12.1,0.020684919,148.5734,1336.2606,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15.1,0.087604871,242.2512,484.7024,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
8.6,0.07048184085069421,131.531,2466.7889999999998,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
17.6,0.041681059,164.2526,1315.6208,14,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0
15.35,0.015676231000000002,144.047,286.2940000000001,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
8.26,0.034397781,115.7834,2073.3012,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
6.57,0.096880574,191.482,5020.132000000001,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
11.6,0.017817285,177.0686,1422.1488,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
20.35,0.014909465,232.3958,6076.0908,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
12.15,0.07048184085069421,254.90400000000002,4048.0640000000003,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
17.35,0.041439718,93.7804,2848.2924,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
7.0,0.15140558699999998,107.728,2024.0320000000002,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
8.5,0.097803261,50.5324,882.8508,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
20.2,0.196659953,125.8046,249.0092,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
14.5,0.041313203,42.0454,377.5086,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9.195,0.13065744199999998,106.4596,215.7192,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
17.75,0.029700017999999998,140.3838,1404.838,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
8.775,0.07048184085069421,111.3228,1436.7964,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
16.7,0.070312473,189.6214,2826.321,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
15.2,0.019064377,238.2248,3555.372000000001,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
20.5,0.020605032,91.083,539.298,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
8.6,0.07048184085069421,115.2176,1030.6584,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
5.21,0.011072173000000001,257.8962,4402.9354,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
10.3,0.07048184085069421,115.7176,1717.764,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
18.25,0.06034230400000001,165.9526,1644.526,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
21.25,0.113833823,232.83,1398.18,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
8.6,0.032615377,142.9154,992.7078,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
10.3,0.024935297000000002,172.0422,3966.1706,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
9.5,0.07434526799999999,251.9724,3523.4136,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9.3,0.042283454000000005,125.4388,3715.164,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
9.195,0.047387144000000006,50.8666,871.5322,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
7.68,0.152865879,84.9224,1619.2256,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
12.35,0.163148041,116.6124,3199.8348,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
12.1,0.02984176,144.4444,3628.61,11,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
11.6,0.038511676,57.7272,503.3448,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
9.695,0.04762278599999999,246.2144,3675.216,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
12.0,0.07554831,121.9388,3219.8088,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
19.0,0.067447572,132.9626,1967.4389999999999,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
6.38,0.03187163,179.5344,4103.9912,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
20.5,0.112638016,195.5478,3874.9559999999997,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
20.85,0.056192276,103.1648,1973.4312,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
5.695,0.06797671,257.4988,3083.9856,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
19.2,0.142189843,153.8314,155.1314,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
20.35,0.014813268000000001,234.9958,5842.395,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
9.195,0.080442371,107.7622,105.8622,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
17.85,0.03781972,191.6188,2475.4444,9,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0
4.785,0.092145264,120.7098,3735.8038,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
14.6,0.025702994,199.9084,2380.9008,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
10.195,0.012483408,195.41099999999997,2749.7540000000013,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17.85,0.07048184085069421,148.005,898.83,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7.5,0.036204764,176.1028,1948.1308,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
6.59,0.026238087,121.6098,2410.196,11,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
10.895,0.137584599,262.2568,3954.8520000000003,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
12.5,0.080741927,220.8798,6170.6344,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
14.6,0.059741172,179.6976,5070.7328,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
15.7,0.214423791,111.6544,335.5632,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
9.6,0.051677050999999995,258.062,2856.282,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
12.6,0.16845554899999998,211.0612,418.1224,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
10.3,0.07048184085069421,189.053,5313.084,11,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
17.0,0.016055615,228.4352,8245.2672,6,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
8.645,0.021619563999999997,50.6982,736.3748,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
16.0,0.173027688,155.2972,3583.3356,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
6.155,0.09504547599999999,213.456,2556.672,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
13.85,0.025891587999999997,165.12099999999995,2936.178,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
20.2,0.205484395,198.011,392.82199999999995,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
13.1,0.037793818,173.8054,2801.6864,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
14.6,0.045002624000000005,196.5084,198.4084,28,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
11.8,0.054460571,77.0012,2277.036,6,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0
15.5,0.075736746,265.5568,4482.1656,9,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1
14.15,0.014719325,196.91099999999997,392.82199999999995,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
17.099999999999998,0.066828857,114.186,1924.162,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
17.7,0.23653561,184.1924,185.0924,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
20.7,0.04903471,39.9506,872.8638,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15.2,0.035497039,216.7824,436.7648,15,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0
11.5,0.017638893,132.7626,2885.5772,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
21.25,0.01945343,120.8756,1454.1072,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
14.1,0.11326743,54.5956,1037.3164,16,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0
9.395,0.10971346400000001,41.3112,255.6672,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
8.985,0.07048184085069421,130.531,5582.733,28,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1
7.895,0.094952408,101.1332,1332.9316,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
14.0,0.029026218,131.33100000000002,3635.268,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
5.365,0.140123575,172.0764,2748.4224,26,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1
16.35,0.03272295,165.7842,1823.6262,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
15.75,0.13583682800000002,100.37,1298.31,6,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0
7.5,0.036382524,177.9028,1416.8224,4,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
14.8,0.07048184085069421,189.3846,4777.115,26,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0
7.07,0.09420101800000001,115.8834,1036.6506,6,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
20.5,0.143506376,34.719,768.9989999999997,14,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0
20.25,0.13334711900000001,193.0794,975.3969999999999,28,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
18.0,0.124428516,119.9124,948.0992,9,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0
9.5,0.221856492,231.8668,230.3668,15,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1
15.0,0.07131206400000001,125.7362,3020.0688,26,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0
20.1,0.022425236,226.3036,910.8144,16,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
11.0,0.133352623,219.7798,2644.5576,14,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1
18.7,0.046079558,151.5682,1982.0866,9,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0
8.42,0.07048184085069421,64.2168,1278.336,28,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
15.15,0.066446521,147.976,732.38,4,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
14.1,0.066979957,196.7084,3174.5344,14,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0
8.42,0.187918654,65.4168,127.8336,15,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0
17.85,0.051924192,121.0072,2940.1728,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
17.75,0.054806734,145.1444,3918.8988,28,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0
8.27,0.018813601,237.988,7190.64,16,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
17.1,0.094910421,84.5566,253.6698,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
8.615,0.116722514,95.4436,567.2616,4,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
7.785,0.244338986,105.9306,209.0612,28,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
